measure_id,state,year,election_date,election_type,measure_name,wording,summary,topic,subtopic,passed,support_pct,oppose_pct,threshold,margin,votes_for,votes_against,total_votes,partisan_leans,campaign_contributions,tags,source_url,notes
AL_2022_Amendment9,AL,2022,2022-11-08,general,Amendment 9,,"Public Service Commission to Regulate Private Sewer System in Lake View Amendment Provide that the State Public Service Commission to regulate privately-owned sewer systems and plants in Lake View, Alabama from 2023 to 2027.",government,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment10,AL,2022,2022-11-08,general,Amendment 10,,Incorporate Voter-Approved Amendments in New State Constitution Measure Authorize the Code Commissioner to incorporate voter-approved constitutional amendments at the May and November elections of 2022.,voting_rights,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AK_2022_BallotMeasur,AK,2022,2022-11-08,general,Ballot Measure 1,,Constitutional Convention Question Hold a state constitutional convention,voting_rights,,FALSE,,,,,,,,,,failed;2022;AK,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
AZ_2022_Proposition1,AZ,2022,2022-11-08,general,Proposition 128,,Legislative Changes to Ballot Initiatives with Invalid Provisions Amendment Allow the Legislature to amend or repeal voter-approved ballot initiatives if it has portions that has been declared unconstitutional by the Arizona Supreme Court or U.S. Supreme Court .,voting_rights,,FALSE,,,,,,,,,,failed;2022;AZ,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
AZ_2022_Proposition2,AZ,2022,2022-11-08,general,Proposition 209,,Healthcare Debt Interest Rate Limit and Debt Collection Exemptions Initiative Limit interest rates for medical debt. Increase amount of property exempt from debt collection.,healthcare,,TRUE,,,,,,,,,,passed;2022;AZ,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AZ_2022_Proposition3,AZ,2022,2022-11-08,general,Proposition 308,,In-State Tuition for Non-Citizen Residents Measure Repeal provisions of Proposition 300 (2006) that banned in-state tuition for non-citizen high school students in Arizona.,education,,TRUE,,,,,,,,,,passed;2022;AZ,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AR_2022_Issue1,AR,2022,2022-11-08,general,Issue 1,,Legislative Authority to Call a Special Session Amendment Allows the Legislature to convene in an extraordinary session upon either: A joint proclamation from the Speaker of the House and the Senate President Pro Tempore . A proclamation signed by two-thirds of the members in both chambers of the Legislature .,government,,FALSE,,,,,,,,,,failed;2022;AR,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
AR_2022_Issue2,AR,2022,2022-11-08,general,Issue 2,,60% Supermajority Vote Requirement for Constitutional Amendments and Ballot Initiatives Measure Require a 60% supermajority vote of approval for the adoption of citizen-initiated constitutional amendments and state statutes .,voting_rights,,FALSE,,,,,,,,,,failed;2022;AR,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
AR_2022_Issue3,AR,2022,2022-11-08,general,Issue 3,,"Government Burden of Free Exercise of Religion Amendment Provide that the State Government ""shall not burden a person's freedom of religion even if the burden results from a rule of general applicability"".",government,,FALSE,,,,,,,,,,failed;2022;AR,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
AR_2022_Issue4,AR,2022,2022-11-08,general,Issue 4,,Marijuana Legalization Initiative Legalize the possession and use of up to one ounce of marijuana for persons who are at least 21 years old Enact a 10% tax on marijuana sales Require the state Alcoholic Beverage Control Division to regulate marijuana businesses.,taxes,,FALSE,,,,,,,,,,failed;2022;AR,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
CA_2022_Proposition1,CA,2022,2022-11-08,general,Proposition 1,,"Right to Reproductive Freedom Amendment Prohibit the state government from denying or interfering with an individual's reproductive freedom, including their fundamental right to choose to have an abortion and their fundamental right to choose or refuse the use of contraceptives .",abortion,,TRUE,,,,,,,,,,passed;2022;CA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
CA_2022_Proposition2,CA,2022,2022-11-08,general,Proposition 26,,"Legalize Sports Betting on American Indian Lands Initiative Legalize sports betting at Native American casinos and licensed racetracks in California. Legalize roulette and dice games at Native American casinos. The games can be offered after tribal-state compacts have been amended appropriately. Impose a 10 percent tax on sports betting at racetracks , with the revenue generated being used to enforce and implement problem-gambling prevention programs.",taxes,,FALSE,,,,,,,,,,failed;2022;CA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
CA_2022_Proposition3,CA,2022,2022-11-08,general,Proposition 30,,"Tax on Income Above $2 Million for Zero-Emissions Vehicles and Wildfire Prevention Initiative Increase the personal income tax for those making over $2 million by 1.75 percent. The additional revenue would be used to fund zero-emission vehicle subsidies and infrastructure, and wildfire suppression and prevention programs.",taxes,,FALSE,,,,,,,,,,failed;2022;CA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
CO_2022_AmendmentD,CO,2022,2022-11-08,general,Amendment D,,"Designate Judges to Twenty-Third Judicial District Measure Require the Governor to designate judges from the 18th Judicial District to serve in the new 23rd Judicial District by November 30, 2024 Require these new judges to establish residence in the new 23rd Judicial District by January 7, 2025.",government,,TRUE,,,,,,,,,,passed;2022;CO,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
CO_2022_AmendmentE,CO,2022,2022-11-08,general,Amendment E,,"Homestead Exemption to Surviving Spouses of U.S. Armed Forces Members and Veterans Measure Extend an existing primary residence property tax exemption to seniors, disabled veterans and surviving spouses of veterans who have died.",taxes,,TRUE,,,,,,,,,,passed;2022;CO,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
CO_2022_AmendmentF,CO,2022,2022-11-08,general,Amendment F,,"Charitable Gaming Measure Repeal the ban on paying managers and operators of charitable gaming activities. Limit the compensation amounts to the minimum wage until July 1, 2024. Reduce the time an organization that must exist before obtaining a charitable gaming license through January 1, 2025 from 5 years to 3 years. Allow the Legislature to determine how long an organization must exist before obtaining a charitable gaming license after January 1, 2025.",minimum_wage,,FALSE,,,,,,,,,,failed;2022;CO,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
CO_2022_Proposition1,CO,2022,2022-11-08,general,Proposition 121,,"State Income Tax Rate Reduction Initiative Decrease the state income tax rate from 4.55% to 4.40% for tax years commencing on or after January 1, 2022.",taxes,,TRUE,,,,,,,,,,passed;2022;CO,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
CO_2022_PropositionF,CO,2022,2022-11-08,general,Proposition FF,,Reduce Income Tax Deduction Amounts to Fund School Meals Program Measure Reduce income tax deductions. Use revenue generated to create and fund the Healthy School Meals for All Program to pay schools to provide free meals to students.,taxes,,TRUE,,,,,,,,,,passed;2022;CO,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
CO_2022_PropositionG,CO,2022,2022-11-08,general,Proposition GG,,Table of Changes to Income Tax Owed Required for Citizen Initiatives Measure Require ballot initiatives that affect income taxes to include information on how the change would impact income tax for people of different income.,taxes,,TRUE,,,,,,,,,,passed;2022;CO,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
FL_2022_Amendment1,FL,2022,2022-11-08,general,Amendment 1,,Disregard Flood Resistance Improvements in Property Value Assessments Measure Prohibit flood resistance improvements to a home from being accounted in a property's assessed value.,housing,,FALSE,,,,,,,,,,failed;2022;FL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
FL_2022_Amendment2,FL,2022,2022-11-08,general,Amendment 2,,"Abolish the Constitution Revision Commission Measure Abolish the Florida Constitution Revision Commission, that meets every 20 years to propose changes to the state constitution .",government,,FALSE,,,,,,,,,,failed;2022;FL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
FL_2022_Amendment3,FL,2022,2022-11-08,general,Amendment 3,,"Additional Homestead Property Tax Exemption for Certain Public Service Workers Amendment Provide an additional homestead tax exemption on property owned by certain public service workers . (Includes teachers, law enforcement officers , emergency medical personnel, military personnel, Florida National Guard and child welfare service employees.)",taxes,,FALSE,,,,,,,,,,failed;2022;FL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
GA_2022_Amendment1,GA,2022,2022-11-08,general,Amendment 1,,Suspend Compensation for Assembly Members and Public Officials Indicted for a Felony Measure Suspend compensation for public officials while the individual is suspended from office due to an indictment for a felony.,crime,,TRUE,,,,,,,,,,passed;2022;GA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
GA_2022_Amendment2,GA,2022,2022-11-08,general,Amendment 2,,Temporary Property Tax Change for Disaster Areas Measure Allow local governments to give tax relief to property damaged by a disaster and located within a declared disaster zone.,taxes,,TRUE,,,,,,,,,,passed;2022;GA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
GA_2022_ReferendumA,GA,2022,2022-11-08,general,Referendum A,,Timber Equipment Exempt from Property Taxes Measure Exempt certain timber equipment owned by a timber producer from property taxes.,taxes,,TRUE,,,,,,,,,,passed;2022;GA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
GA_2022_ReferendumB,GA,2022,2022-11-08,general,Referendum B,,Merged Family-Owned Farms and Dairy and Eggs Tax Exemption Measure Expand agricultural equipment tax exemption and produce to include those owned by merged family farms.,taxes,,TRUE,,,,,,,,,,passed;2022;GA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
ID_2022_AdvisoryBall,ID,2022,2022-11-08,general,Advisory Ballot,,Income and Corporate Tax Changes and Education Funding Question Enact a flat 5.8% income and corporate tax rate. Tax rebates to qualifying taxpayers. $410 million of revenue from sales tax to fund education and in-demand job funds.,taxes,,TRUE,,,,,,,,,,passed;2022;ID,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
ID_2022_Constitution,ID,2022,2022-11-08,general,Constitutional Amendment SJR 102,,Legislative Authority to Call a Special Session Amendment Allow the Senate President and House Speaker to call a special session if requested by over 60% of legislators in both houses. Allow the Legislature to only consider the topics specified in the written request during the special legislative sessions. Require a legislative session on the first Thursday of December after a general election .,voting_rights,,TRUE,,,,,,,,,,passed;2022;ID,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
IL_2022_Amendment1,IL,2022,2022-11-08,general,Amendment 1,,"Right to Collective Bargaining Measure Guarantee workers the right to organize and the right to collective bargaining . Prohibit any law that ""interferes with, negates, or diminishes the right of employees to organize and bargain collectively.""",labor,,TRUE,,,,,,,,,,passed;2022;IL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
IA_2022_Amendment1,IA,2022,2022-11-08,general,Amendment 1,,Right to Keep and Bear Arms Amendment Amends the Iowa constitution to include the right to own and bear arms. Strict scrutiny for any alleged violations of the right.,government,,TRUE,,,,,,,,,,passed;2022;IA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
KS_2022_KansasValueT,KS,2022,2022-11-08,general,Kansas Value Them Both Amendment,,Kansas No State Constitutional Right to Abortion and Legislative Power to Regulate Abortion Amendment Changes state constitution to state that nothing in the state constitution creates a right to abortion or requires government funding for abortion .,abortion,,FALSE,,,,,,,,,,failed;2022;KS,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
KS_2022_Amendment1,KS,2022,2022-11-08,general,Amendment 1,,Legislative Veto or Suspension of Executive Agency Regulations Amendment Authorizes the Legislature to veto or suspend rules or regulations adopted by executive agencies via a simple majority vote.,government,,FALSE,,,,,,,,,,failed;2022;KS,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
KS_2022_Amendment2,KS,2022,2022-11-08,general,Amendment 2,,County Sheriff Election and Recall Amendment Requires the election of county sheriffs in counties that had not abolished the office and provide that sheriffs may be recalled from office.,voting_rights,,TRUE,,,,,,,,,,passed;2022;KS,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
KY_2022_Amendment1,KY,2022,2022-11-08,general,Amendment 1,,"Changes to Legislative Session End Dates and Special Sessions Amendment Require the Legislature to have a 60% supermajority to change the end date of the legislative session. Permit the House Speaker and Senate President to call a special legislative session that lasts up to 12 days. Laws that are passed come into effect on July 1 of the year that act was passed or after 90 days, whichever was later. Remove legislative session end dates. Limit legislative sessions in odd-numbered years to 30 day",government,,FALSE,,,,,,,,,,failed;2022;KY,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
KY_2022_Amendment2,KY,2022,2022-11-08,general,Amendment 2,,No Right to Abortion in Constitution Amendment Change the state constitution to state that nothing in the state constitution creates a right to abortion or requires government funding for abortion .,abortion,,FALSE,,,,,,,,,,failed;2022;KY,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
LA_2022_Amendment1,LA,2022,2022-11-08,general,Amendment 1,,Increase Maximum Amount Invested in Equities for Certain State Funds Measure Increase the portion of state funds that can be invested in stocks from 35% to 65%.,government,,FALSE,,,,,,,,,,failed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
LA_2022_Amendment2,LA,2022,2022-11-08,general,Amendment 2,,Property Tax Exemptions for Certain Disabled Veterans and Spouses Measure Expand property tax exemptions for veterans .,taxes,,TRUE,,,,,,,,,,passed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
LA_2022_Amendment3,LA,2022,2022-11-08,general,Amendment 3,,Classified Civil Service Employee Public Support of Family Members' Campaigns Measure Allow civil servants to support the election campaigns of their immediate family when they are off duty.,voting_rights,,FALSE,,,,,,,,,,failed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
LA_2022_Amendment4,LA,2022,2022-11-08,general,Amendment 4,,Waiving Water Charges Measure Waives water charges to customer if they were not caused by the actions or inactions of the customer.,environment,,TRUE,,,,,,,,,,passed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
LA_2022_Amendment5,LA,2022,2022-11-08,general,Amendment 5,,Adjustment of Ad Valorem Tax Rates Measure Provide that property tax rates can be increased by a two-thirds vote by the taxing authority up to the maximum rate permitted by the Louisiana Constitution until the authorized rate expires.,taxes,,FALSE,,,,,,,,,,failed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
LA_2022_Amendment6,LA,2022,2022-11-08,general,Amendment 6,,Limit on Assessed Value Increase of Reappraised Property in Orleans Parish Measure Limit yearly increases of home assessment values in Orleans Parish to 10%.,housing,,FALSE,,,,,,,,,,failed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
LA_2022_Amendment7,LA,2022,2022-11-08,general,Amendment 7,,"Remove Involuntary Servitude as Punishment for a Crime from Constitution Measure Remove language in the Louisiana Constitution that permits slavery and involuntary servitude as a form of punishment. Add language in the Louisiana Constitution that prohibits slavery and involuntary servitude except in circumstances of ""otherwise lawful administration of criminal justice"".",crime,,FALSE,,,,,,,,,,failed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
LA_2022_Amendment8,LA,2022,2022-11-08,general,Amendment 8,,Remove Special Assessment Property Tax Annual Income Recertification for Permanently Disabled Homeowners Measure Remove annual income recertification as a requirement for property tax exemption for disabled homeowners.,taxes,,TRUE,,,,,,,,,,passed;2022;LA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MD_2022_Question1,MD,2022,2022-11-08,general,Question 1,,Renaming of the Courts of Appeals and Special Appeals Amendment Change the name of the Maryland Court of Appeals to the Supreme Court of Maryland. Change the name of the Maryland Court of Special Appeals to the Appellate Court of Maryland.,government,,TRUE,,,,,,,,,,passed;2022;MD,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MD_2022_Question2,MD,2022,2022-11-08,general,Question 2,,"Residency Requirements for State Legislators Amendment Require state legislative candidates to live in the district in which they are running for six months before their election, effective January 1, 2024. Changes all gendered language in the amended section of the state constitution to gender-neutral language.",voting_rights,,TRUE,,,,,,,,,,passed;2022;MD,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MD_2022_Question3,MD,2022,2022-11-08,general,Question 3,,"Civil Jury Trials Amendment Raise the state's jury trial threshold from $15,000 to $25,000.",government,,TRUE,,,,,,,,,,passed;2022;MD,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MD_2022_Question4,MD,2022,2022-11-08,general,Question 4,,"Marijuana Legalization Amendment Legalizes and taxes cannabis for adult use, effective July 1, 2023.",taxes,,TRUE,,,,,,,,,,passed;2022;MD,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MD_2022_Question5,MD,2022,2022-11-08,general,Question 5,,Requiring Howard County Circuit Court Judges to Serve on Orphan Court Amendment Require Howard County Circuit Court judges to serve as orphans' court judges Remove the election requirement of three orphans' court judges.,voting_rights,,TRUE,,,,,,,,,,passed;2022;MD,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MA_2022_Question1,MA,2022,2022-11-08,general,Question 1,,"Tax on Income Above $1 Million for Education and Transportation Amendment A new 4% tax on incomes above $1 million, with the revenue generated to be spent on education and transportation.",taxes,,TRUE,,,,,,,,,,passed;2022;MA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MA_2022_Question2,MA,2022,2022-11-08,general,Question 2,,Medical Loss Ratios for Dental Insurance Plans Initiative Enact a medical loss ratio of 83% for dental insurance plans.,healthcare,,TRUE,,,,,,,,,,passed;2022;MA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MA_2022_Question3,MA,2022,2022-11-08,general,Question 3,,Changes to Alcohol Retail Licensing Initiative Change the number of alcohol licenses an establishment could own. Ban automated or self-checkout sales of alcohol. Allow out-of-state driver's licenses as age identification.,government,,FALSE,,,,,,,,,,failed;2022;MA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
MA_2022_Question4,MA,2022,2022-11-08,general,Question 4,,Remove Proof of Citizenship or Immigration Status for Driver's License Applications Referendum Maintain current law that allow people who cannot verify citizenship or immigration status to use alternate forms of identification when applying for a driver's license.,immigration,,TRUE,,,,,,,,,,passed;2022;MA,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MI_2022_Proposal1,MI,2022,2022-11-08,general,Proposal 1,,"Legislative Term Limits and Financial Disclosure Amendment. Change term limits in the Michigan state legislature . Currently, legislators are limited to serving three terms in the Michigan House of Representatives and two terms in the Michigan Senate . This proposal would modify the limit to be a lifetime twelve-year limit for service across both chambers . Increase financial disclosure requirements for various elected officials.",housing,,TRUE,,,,,,,,,,passed;2022;MI,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
