poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,notes
CES_2018_immig_report,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Require reporting of undocumented immigrants,immigration,,46.4,53.6,-7.2,59945,online_panel,US adults,,ces;2018;immigration,CES variable: immig_report. US adults 18+.
CES_2018_immig_wall,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Build a border wall with Mexico,immigration,,40.8,59.2,-18.4,59685,online_panel,US adults,,ces;2018;immigration,CES variable: immig_wall. US adults 18+.
CES_2018_trade_canmex_except,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support trade with Canada/Mexico except for certain goods,trade,,48.1,51.9,-3.8,59853,online_panel,US adults,,ces;2018;trade,CES variable: trade_canmex_except. US adults 18+.
CES_2018_trade_canmex_include,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support trade including all goods with Canada/Mexico,trade,,35.3,64.7,-29.4,59875,online_panel,US adults,,ces;2018;trade,CES variable: trade_canmex_include. US adults 18+.
CES_2018_trade_china,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support free trade with China,trade,,48.9,51.1,-2.2,59881,online_panel,US adults,,ces;2018;trade,CES variable: trade_china. US adults 18+.
CES_2019_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Ban abortion after 20 weeks,abortion,,60.6,39.4,21.2,17989,online_panel,US adults,,ces;2019;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2019_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Abortion should be always available,abortion,,56.2,43.8,12.4,17908,online_panel,US adults,,ces;2019;abortion,CES variable: abortion_always. US adults 18+.
CES_2019_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Abortion should be conditional/limited,abortion,,42.1,57.9,-15.8,17967,online_panel,US adults,,ces;2019;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2019_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Government should fund abortion expenditures,abortion,,50.7,49.3,1.4,17990,online_panel,US adults,,ces;2019;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2019_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Constitutional amendment to prohibit abortion,abortion,,18.6,81.4,-62.8,17979,online_panel,US adults,,ces;2019;abortion,CES variable: abortion_prohibition. US adults 18+.
CES_2019_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,approval,Approve of president's job performance,approval,presidential_approval,42.6,,,18000,online_panel,US adults,,ces;2019;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2019_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,approval,Disapprove of president's job performance,approval,presidential_approval,57.4,,,18000,online_panel,US adults,,ces;2019;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2019_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,approval,Somewhat approve of president's job performance,approval,presidential_approval,14.1,,,18000,online_panel,US adults,,ces;2019;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2019_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,7.9,,,18000,online_panel,US adults,,ces;2019;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2019_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,approval,Strongly approve of president's job performance,approval,presidential_approval,28.6,,,18000,online_panel,US adults,,ces;2019;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2019_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,approval,Strongly disapprove of president's job performance,approval,presidential_approval,49.5,,,18000,online_panel,US adults,,ces;2019;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2019_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,priority,Economy is better than last year,economy,economy_general,35.9,,,18000,online_panel,US adults,,ces;2019;economy,CES variable: pct_economy_better. US adults 18+.
CES_2019_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,priority,Economy is much better than last year,economy,economy_general,11.8,,,18000,online_panel,US adults,,ces;2019;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2019_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,priority,Economy is much worse than last year,economy,economy_general,4.8,,,18000,online_panel,US adults,,ces;2019;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2019_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,priority,Economy is about the same as last year,economy,economy_general,47.5,,,18000,online_panel,US adults,,ces;2019;economy,CES variable: pct_economy_same. US adults 18+.
CES_2019_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,priority,Economy is worse than last year,economy,economy_general,16.7,,,18000,online_panel,US adults,,ces;2019;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2019_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support stricter air and water quality laws,environment,,61.7,38.3,23.4,17985,online_panel,US adults,,ces;2019;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2019_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support limits on carbon emissions,environment,,67.5,32.5,35.0,17977,online_panel,US adults,,ces;2019;environment,CES variable: enviro_carbon. US adults 18+.
CES_2019_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support requiring renewable energy,environment,,64.1,35.9,28.2,17981,online_panel,US adults,,ces;2019;environment,CES variable: enviro_renewable. US adults 18+.
CES_2019_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Ban assault weapons,guns,,62.2,37.8,24.4,17978,online_panel,US adults,,ces;2019;guns,CES variable: guns_assaultban. US adults 18+.
CES_2019_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Require background checks for gun purchases,guns,,86.0,14.0,72.0,17993,online_panel,US adults,,ces;2019;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2019_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Require permit for gun purchase,guns,,39.0,61.0,-22.0,17992,online_panel,US adults,,ces;2019;guns,CES variable: guns_permits. US adults 18+.
CES_2019_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support the Affordable Care Act,healthcare,,46.8,53.2,-6.4,17850,online_panel,US adults,,ces;2019;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2019_healthcare_acamandate,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support ACA individual mandate,healthcare,,37.8,62.2,-24.4,17845,online_panel,US adults,,ces;2019;healthcare,CES variable: healthcare_acamandate. US adults 18+.
CES_2019_healthcare_medicare,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support government health insurance/Medicare for All,healthcare,,54.4,45.6,8.8,17842,online_panel,US adults,,ces;2019;healthcare,CES variable: healthcare_medicare. US adults 18+.
CES_2019_healthcare_medicareage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support lowering Medicare eligibility age,healthcare,,56.6,43.4,13.2,17861,online_panel,US adults,,ces;2019;healthcare,CES variable: healthcare_medicareage. US adults 18+.
CES_2019_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Increase border security,immigration,,67.2,32.8,34.4,17871,online_panel,US adults,,ces;2019;immigration,CES variable: immig_border. US adults 18+.
CES_2019_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Legalize undocumented immigrants,immigration,,65.0,35.0,30.0,17908,online_panel,US adults,,ces;2019;immigration,CES variable: immig_legalize. US adults 18+.
CES_2019_immig_reduce,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Reduce legal immigration levels,immigration,,39.0,61.0,-22.0,17849,online_panel,US adults,,ces;2019;immigration,CES variable: immig_reduce. US adults 18+.
CES_2019_immig_report,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Require reporting of undocumented immigrants,immigration,,45.9,54.1,-8.2,17900,online_panel,US adults,,ces;2019;immigration,CES variable: immig_report. US adults 18+.
CES_2019_trade_canmex_except,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support trade with Canada/Mexico except for certain goods,trade,,50.2,49.8,0.4,17669,online_panel,US adults,,ces;2019;trade,CES variable: trade_canmex_except. US adults 18+.
CES_2019_trade_canmex_include,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support trade including all goods with Canada/Mexico,trade,,33.6,66.4,-32.8,17635,online_panel,US adults,,ces;2019;trade,CES variable: trade_canmex_include. US adults 18+.
CES_2019_trade_china,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2019,favor,Support free trade with China,trade,,51.6,48.4,3.2,17701,online_panel,US adults,,ces;2019;trade,CES variable: trade_china. US adults 18+.
CES_2020_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Ban abortion after 20 weeks,abortion,,55.7,44.3,11.4,60976,online_panel,US adults,,ces;2020;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2020_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Abortion should be always available,abortion,,61.1,38.9,22.2,60982,online_panel,US adults,,ces;2020;abortion,CES variable: abortion_always. US adults 18+.
CES_2020_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Abortion should be conditional/limited,abortion,,42.5,57.5,-15.0,60979,online_panel,US adults,,ces;2020;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2020_abortion_coverage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Government insurance should cover abortion,abortion,,39.7,60.3,-20.6,60980,online_panel,US adults,,ces;2020;abortion,CES variable: abortion_coverage. US adults 18+.
CES_2020_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Government should fund abortion expenditures,abortion,,41.4,58.6,-17.2,60982,online_panel,US adults,,ces;2020;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2020_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Constitutional amendment to prohibit abortion,abortion,,16.0,84.0,-68.0,60972,online_panel,US adults,,ces;2020;abortion,CES variable: abortion_prohibition. US adults 18+.
CES_2020_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,approval,Approve of president's job performance,approval,presidential_approval,39.3,,,61000,online_panel,US adults,,ces;2020;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2020_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,approval,Disapprove of president's job performance,approval,presidential_approval,60.7,,,61000,online_panel,US adults,,ces;2020;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2020_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,approval,Somewhat approve of president's job performance,approval,presidential_approval,14.5,,,61000,online_panel,US adults,,ces;2020;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2020_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,7.1,,,61000,online_panel,US adults,,ces;2020;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2020_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,approval,Strongly approve of president's job performance,approval,presidential_approval,24.8,,,61000,online_panel,US adults,,ces;2020;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2020_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,approval,Strongly disapprove of president's job performance,approval,presidential_approval,53.7,,,61000,online_panel,US adults,,ces;2020;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2020_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,priority,Economy is better than last year,economy,economy_general,19.2,,,61000,online_panel,US adults,,ces;2020;economy,CES variable: pct_economy_better. US adults 18+.
CES_2020_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,priority,Economy is much better than last year,economy,economy_general,8.5,,,61000,online_panel,US adults,,ces;2020;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2020_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,priority,Economy is much worse than last year,economy,economy_general,43.1,,,61000,online_panel,US adults,,ces;2020;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2020_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,priority,Economy is about the same as last year,economy,economy_general,9.3,,,61000,online_panel,US adults,,ces;2020;economy,CES variable: pct_economy_same. US adults 18+.
CES_2020_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,priority,Economy is worse than last year,economy,economy_general,71.5,,,61000,online_panel,US adults,,ces;2020;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2020_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support stricter air and water quality laws,environment,,63.9,36.1,27.8,60986,online_panel,US adults,,ces;2020;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2020_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support limits on carbon emissions,environment,,69.9,30.1,39.8,60981,online_panel,US adults,,ces;2020;environment,CES variable: enviro_carbon. US adults 18+.
CES_2020_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support raising fuel efficiency standards,environment,,68.5,31.5,37.0,60975,online_panel,US adults,,ces;2020;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2020_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support requiring renewable energy,environment,,66.7,33.3,33.4,60986,online_panel,US adults,,ces;2020;environment,CES variable: enviro_renewable. US adults 18+.
CES_2020_military_democracy,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Use military to promote democracy abroad,foreign_policy,,20.1,79.9,-59.8,51551,online_panel,US adults,,ces;2020;foreign_policy,CES variable: military_democracy. US adults 18+.
CES_2020_military_genocide,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Use military to stop genocide,foreign_policy,,48.0,52.0,-4.0,51551,online_panel,US adults,,ces;2020;foreign_policy,CES variable: military_genocide. US adults 18+.
CES_2020_military_helpun,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Use military to help UN peacekeeping,foreign_policy,,49.6,50.4,-0.8,51551,online_panel,US adults,,ces;2020;foreign_policy,CES variable: military_helpun. US adults 18+.
CES_2020_military_oil,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Use military to secure oil supplies,foreign_policy,,18.7,81.3,-62.6,51551,online_panel,US adults,,ces;2020;foreign_policy,CES variable: military_oil. US adults 18+.
CES_2020_military_protectallies,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Use military to protect allies,foreign_policy,,76.9,23.1,53.8,51551,online_panel,US adults,,ces;2020;foreign_policy,CES variable: military_protectallies. US adults 18+.
CES_2020_military_terroristcamp,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Use military against terrorist camps,foreign_policy,,62.0,38.0,24.0,51551,online_panel,US adults,,ces;2020;foreign_policy,CES variable: military_terroristcamp. US adults 18+.
CES_2020_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Ban assault weapons,guns,,64.3,35.7,28.6,60986,online_panel,US adults,,ces;2020;guns,CES variable: guns_assaultban. US adults 18+.
CES_2020_guns_names,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Keep gun ownership public record/names,guns,,53.9,46.1,7.8,60985,online_panel,US adults,,ces;2020;guns,CES variable: guns_names. US adults 18+.
CES_2020_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Require permit for gun purchase,guns,,35.8,64.2,-28.4,60984,online_panel,US adults,,ces;2020;guns,CES variable: guns_permits. US adults 18+.
CES_2020_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support the Affordable Care Act,healthcare,,40.9,59.1,-18.2,60856,online_panel,US adults,,ces;2020;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2020_healthcare_acamandate,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support ACA individual mandate,healthcare,,41.7,58.3,-16.6,60888,online_panel,US adults,,ces;2020;healthcare,CES variable: healthcare_acamandate. US adults 18+.
CES_2020_healthcare_medicare,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support government health insurance/Medicare for All,healthcare,,64.3,35.7,28.6,60901,online_panel,US adults,,ces;2020;healthcare,CES variable: healthcare_medicare. US adults 18+.
CES_2020_healthcare_medicareage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support lowering Medicare eligibility age,healthcare,,61.1,38.9,22.2,60881,online_panel,US adults,,ces;2020;healthcare,CES variable: healthcare_medicareage. US adults 18+.
CES_2020_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Increase border security,immigration,,57.9,42.1,15.8,60952,online_panel,US adults,,ces;2020;immigration,CES variable: immig_border. US adults 18+.
CES_2020_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Legalize undocumented immigrants,immigration,,71.0,29.0,42.0,60944,online_panel,US adults,,ces;2020;immigration,CES variable: immig_legalize. US adults 18+.
CES_2020_immig_reduce,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Reduce legal immigration levels,immigration,,37.3,62.7,-25.4,60924,online_panel,US adults,,ces;2020;immigration,CES variable: immig_reduce. US adults 18+.
CES_2020_immig_report,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Require reporting of undocumented immigrants,immigration,,42.5,57.5,-15.0,60953,online_panel,US adults,,ces;2020;immigration,CES variable: immig_report. US adults 18+.
CES_2020_immig_wall,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Build a border wall with Mexico,immigration,,39.2,60.8,-21.6,60946,online_panel,US adults,,ces;2020;immigration,CES variable: immig_wall. US adults 18+.
CES_2020_trade_canmex_except,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support trade with Canada/Mexico except for certain goods,trade,,55.7,44.3,11.4,60398,online_panel,US adults,,ces;2020;trade,CES variable: trade_canmex_except. US adults 18+.
CES_2020_trade_canmex_include,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support trade including all goods with Canada/Mexico,trade,,34.7,65.3,-30.6,60269,online_panel,US adults,,ces;2020;trade,CES variable: trade_canmex_include. US adults 18+.
CES_2020_trade_china,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2020,favor,Support free trade with China,trade,,59.2,40.8,18.4,60426,online_panel,US adults,,ces;2020;trade,CES variable: trade_china. US adults 18+.
CES_2021_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Ban abortion after 20 weeks,abortion,,53.2,46.8,6.4,25700,online_panel,US adults,,ces;2021;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2021_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Abortion should be always available,abortion,,63.1,36.9,26.2,25700,online_panel,US adults,,ces;2021;abortion,CES variable: abortion_always. US adults 18+.
CES_2021_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Abortion should be conditional/limited,abortion,,41.6,58.4,-16.8,25700,online_panel,US adults,,ces;2021;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2021_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,favor,Constitutional amendment to prohibit abortion,abortion,,17.6,82.4,-64.8,25700,online_panel,US adults,,ces;2021;abortion,CES variable: abortion_prohibition. US adults 18+.
CES_2021_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,approval,Approve of president's job performance,approval,presidential_approval,50.5,,,25700,online_panel,US adults,,ces;2021;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2021_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,approval,Disapprove of president's job performance,approval,presidential_approval,49.5,,,25700,online_panel,US adults,,ces;2021;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2021_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,approval,Somewhat approve of president's job performance,approval,presidential_approval,29.5,,,25700,online_panel,US adults,,ces;2021;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2021_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,11.0,,,25700,online_panel,US adults,,ces;2021;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2021_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,approval,Strongly approve of president's job performance,approval,presidential_approval,20.9,,,25700,online_panel,US adults,,ces;2021;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2021_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,approval,Strongly disapprove of president's job performance,approval,presidential_approval,38.5,,,25700,online_panel,US adults,,ces;2021;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2021_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2021,priority,Economy is better than last year,economy,economy_general,27.7,,,25700,online_panel,US adults,,ces;2021;economy,CES variable: pct_economy_better. US adults 18+.
